,Player,Tm,Age,Pos,G,GS,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,TD,Lng,Y/A,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG,Rec,ReceivingYds
196,CJBeathard,SFO,27,qb,6,2,6,28,1.0,19,3.2,9,1.5,1,6.0,0.0,17.0,4.7,4.7,3.0,SF,0.0,0.0,0.0,23,33,0,0,0,0,1,bye,0.0,0,0.0,7.0,56.0,66.0,186.0,31.0,,
197,AmariCooper,DAL,26,WR,16,15,6,14,1.0,9,1.5,5,0.8,0,,0.0,10.0,2.3,0.9,0.0,DAL,68.0,63.0,65.0,63,42,79,42,59,60,bye,54,50.0,69,42.0,45.0,51.0,81.0,933.0,58.3,92.0,1114.0
198,BenDiNucci,DAL,24,qb,3,1,6,22,2.0,22,3.7,0,0.0,0,,0.0,10.0,3.7,7.3,4.0,DAL,0.0,0.0,0.0,0,0,3,12,79,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,94.0,31.3,,
199,JeffDriskel,DEN,27,qb,3,1,6,28,3.0,18,3.0,10,1.7,0,,0.0,9.0,4.7,9.3,0.0,DEN,0.0,64.0,50.0,1,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,115.0,38.3,,
200,EvanEngram,NYG,26,TE,16,14,6,26,1.0,22,3.7,4,0.7,0,,1.0,9.0,4.3,1.6,1.0,NYG,64.0,63.0,44.0,57,55,39,50,61,58,49,bye,78.0,40,42.0,43.0,50.0,44.0,837.0,52.3,63.0,654.0
201,JoeFlacco,NYJ,35,qb,5,4,6,22,3.0,21,3.5,1,0.2,0,,0.0,9.0,3.7,4.4,1.0,NYJ,0.0,0.0,0.0,4,69,71,0,0,46,bye,60,0.0,0,0.0,0.0,0.0,0.0,250.0,50.0,,
202,MikeGlennon,JAX,31,qb,5,5,6,17,2.0,14,2.3,3,0.5,0,,0.0,4.0,2.8,3.4,2.0,JAC,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,65.0,71,32.0,0.0,55.0,65.0,288.0,57.6,,
203,DeMichaelHarris,IND,22,,7,0,6,46,3.0,30,5.0,16,2.7,2,3.0,0.0,19.0,7.7,6.6,0.0,IND,0.0,0.0,0.0,0,0,12,bye,0,16,9,16,11.0,4,0.0,0.0,14.0,0.0,82.0,11.7,10.0,79.0
204,DeonteHarris,NOR,23,wr,9,2,6,51,2.0,36,6.0,15,2.5,1,6.0,0.0,23.0,8.5,5.7,3.0,NO,7.0,31.0,22.0,14,0,bye,20,39,8,21,7,0.0,0,0.0,0.0,0.0,0.0,169.0,18.8,20.0,186.0
205,ElijhaaPenny,NYG,27,,14,0,6,15,4.0,4,0.7,11,1.8,0,,0.0,5.0,2.5,1.1,0.0,NYG,3.0,4.0,2.0,1,3,5,2,3,5,11,bye,14.0,10,2.0,8.0,0.0,0.0,73.0,5.2,2.0,20.0
206,ArtavisPierce,CHI,24,,5,0,6,34,2.0,14,2.3,20,3.3,1,6.0,1.0,23.0,5.7,6.8,0.0,CHI,0.0,0.0,0.0,0,0,0,0,0,1,6,bye,0.0,0,0.0,0.0,5.0,1.0,13.0,2.6,,
207,TheoRiddick,LVR,29,,4,0,6,14,1.0,4,0.7,10,1.7,0,,0.0,11.0,2.3,3.5,0.0,LV,0.0,0.0,0.0,7,0,bye,0,0,0,0,0,0.0,13,0.0,14.0,0.0,14.0,48.0,12.0,5.0,43.0
208,BoScarbrough,SEA,26,,1,0,6,31,1.0,17,2.8,14,2.3,1,6.0,0.0,12.0,5.2,31.0,0.0,SEA,0.0,0.0,0.0,0,0,bye,0,0,0,0,12,0.0,0,0.0,0.0,0.0,0.0,12.0,12.0,,
209,SterlingShepard,NYG,27,WR,12,12,6,49,2.0,39,6.5,10,1.7,0,,1.0,23.0,8.2,4.1,0.0,NYG,53.0,15.0,0.0,0,0,0,46,52,60,58,bye,63.0,27,39.0,38.0,61.0,49.0,561.0,46.8,66.0,656.0
210,TyrodTaylor,LAC,31,qb,2,1,6,7,1.0,6,1.0,1,0.2,0,,0.0,4.0,1.2,3.5,0.0,LAC,74.0,0.0,0.0,0,0,bye,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,75.0,37.5,,
211,JohnWolford,LAR,25,qb,1,1,6,56,4.0,38,6.3,18,3.0,0,,0.0,14.0,9.3,56.0,0.0,LAR,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,73.0,73.0,73.0,,
212,TylerBoyd,CIN,26,wr,15,8,5,49,2.0,48,9.6,1,0.2,0,,0.0,25.0,9.8,3.3,1.0,CIN,55.0,78.0,54.0,58,46,57,60,55,bye,52,56,40.0,24,59.0,11.0,0.0,41.0,746.0,49.7,79.0,841.0
213,AlexErickson,CIN,28,wr,16,2,5,7,0.0,-1,-0.2,8,1.6,0,,0.0,7.0,1.4,0.4,2.0,CIN,4.0,8.0,6.0,7,2,3,0,1,bye,0,5,8.0,19,8.0,28.0,62.0,37.0,198.0,12.4,12.0,139.0
214,CJHam,MIN,27,FB,15,11,5,18,2.0,13,2.6,5,1.0,0,,0.0,10.0,3.6,1.2,0.0,MIN,12.0,12.0,27.0,33,29,9,bye,22,34,35,35,22.0,44,40.0,20.0,0.0,32.0,406.0,27.1,8.0,97.0
215,TeeHiggins,CIN,21,WR,16,14,5,28,1.0,22,4.4,6,1.2,0,,0.0,13.0,5.6,1.8,1.0,CIN,15.0,60.0,57.0,43,54,59,63,57,bye,55,62,45.0,47,65.0,56.0,64.0,3.0,805.0,50.3,67.0,908.0
216,JasonHuntley,PHI,22,,5,0,5,19,1.0,8,1.6,11,2.2,2,2.5,0.0,10.0,3.8,3.8,0.0,PHI,1.0,0.0,0.0,0,0,0,8,2,bye,0,0,0.0,0,0.0,0.0,0.0,20.0,31.0,6.2,1.0,0.0
217,TraceMcSorley,BAL,25,,2,0,5,17,2.0,10,2.0,7,1.4,0,,0.0,9.0,3.4,8.5,0.0,BAL,0.0,0.0,0.0,0,0,0,bye,0,0,0,0,9.0,0,11.0,0.0,0.0,0.0,20.0,10.0,,
218,GunnerOlszewski,NWE,24,wr,13,2,5,23,1.0,18,3.6,5,1.0,0,,0.0,12.0,4.6,1.8,1.0,NE,0.0,0.0,0.0,0,bye,0,4,42,35,0,0,1.0,6,0.0,1.0,0.0,13.0,102.0,8.5,5.0,62.0
219,JoeReed,LAC,22,,11,0,5,29,1.0,12,2.4,17,3.4,2,2.5,1.0,8.0,5.8,2.6,0.0,LAC,3.0,2.0,6.0,0,0,bye,7,2,4,0,0,0.0,0,0.0,0.0,0.0,3.0,27.0,2.5,,
220,CalvinRidley,ATL,26,WR,15,15,5,1,1.0,0,0.0,1,0.2,0,,0.0,8.0,0.2,0.1,1.0,ATL,69.0,63.0,63.0,45,48,59,57,23,0,bye,51,56.0,63,48.0,58.0,54.0,65.0,822.0,54.8,90.0,1374.0
221,BrettRypien,DEN,24,qb,3,1,5,-5,0.0,-5,-1.0,0,0.0,0,,0.0,-1.0,-1.0,-1.7,1.0,DEN,0.0,0.0,13.0,69,bye,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,83.0,27.7,,
222,PhillipWalker,CAR,25,qb,4,1,5,-2,0.0,-2,-0.4,0,0.0,0,,0.0,2.0,-0.4,-0.5,1.0,CAR,0.0,0.0,0.0,0,0,0,0,9,0,5,71,0.0,bye,0.0,0.0,0.0,22.0,107.0,26.8,,
223,RobbyAnderson,CAR,27,WR,16,16,4,15,1.0,13,3.3,2,0.5,0,,0.0,11.0,3.8,0.9,1.0,CAR,56.0,54.0,40.0,45,47,59,40,45,69,35,50,53.0,bye,57.0,62.0,52.0,42.0,806.0,50.4,95.0,1096.0
224,CameronBatson,TEN,25,wr,12,1,4,20,2.0,18,4.5,2,0.5,0,,0.0,11.0,5.0,1.7,1.0,TEN,0.0,34.0,45.0,bye,0,20,0,0,13,24,18,23.0,23,21.0,21.0,25.0,17.0,284.0,23.7,12.0,100.0
225,LeVanteBellamy,DEN,24,,5,0,4,11,,8,2.0,3,0.8,0,,,,,,,DEN,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,8.0,1.0,9.0,1.8,1.0,5.0
226,DevinDuvernay,BAL,23,wr,16,3,4,70,3.0,47,11.8,23,5.8,0,,0.0,42.0,17.5,4.4,0.0,BAL,11.0,6.0,7.0,16,18,27,bye,37,26,36,13,41.0,44,9.0,4.0,23.0,30.0,348.0,21.8,20.0,201.0
227,MecoleHardman,KAN,22,wr,16,8,4,31,2.0,12,3.0,19,4.8,0,,0.0,20.0,7.8,1.9,2.0,KC,20.0,50.0,29.0,0,51,29,22,45,42,bye,17,24.0,21,19.0,32.0,41.0,32.0,474.0,31.6,41.0,560.0
228,CooperKupp,LAR,27,WR,15,12,4,33,3.0,27,6.8,6,1.5,0,,0.0,16.0,8.3,2.2,1.0,LAR,62.0,59.0,62.0,49,56,55,0,92,bye,37,52,55.0,53,39.0,48.0,60.0,0.0,779.0,55.6,92.0,974.0
229,JarvisLandry,CLE,28,WR,15,14,4,10,2.0,6,1.5,4,1.0,0,,1.0,5.0,2.5,0.7,2.0,CLE,52.0,35.0,45.0,57,56,44,40,38,bye,38,38,41.0,48,76.0,45.0,0.0,46.0,699.0,46.6,72.0,840.0
230,MarlonMack,IND,24,rb,1,1,4,26,2.0,14,3.5,12,3.0,0,,0.0,18.0,6.5,26.0,0.0,IND,11.0,0.0,0.0,0,0,0,bye,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,11.0,11.0,3.0,30.0
231,Ray-RayMcCloud,PIT,24,wr,16,2,4,65,1.0,39,9.8,26,6.5,0,,0.0,58.0,16.3,4.1,2.0,PIT,0.0,0.0,3.0,bye,18,13,8,22,28,15,20,9.0,5,4.0,4.0,4.0,12.0,165.0,10.3,20.0,77.0
232,DarnellMooney,CHI,23,wr,16,9,4,20,1.0,20,5.0,0,0.0,0,,0.0,16.0,5.0,1.3,1.0,CHI,22.0,39.0,51.0,46,41,44,0,65,67,46,bye,58.0,56,45.0,53.0,53.0,45.0,731.0,48.7,61.0,631.0
233,JalenReagor,PHI,21,WR,11,11,4,26,2.0,24,6.0,2,0.5,0,,0.0,19.0,6.5,2.4,2.0,PHI,40.0,60.0,0.0,0,0,0,0,47,bye,59,63,43.0,44,47.0,46.0,43.0,19.0,511.0,46.5,31.0,396.0
234,KeithSmith,ATL,28,fb,16,7,4,7,4.0,4,1.0,3,0.8,0,,0.0,3.0,1.8,0.4,0.0,ATL,13.0,12.0,19.0,16,9,13,14,17,12,bye,7,20.0,10,16.0,14.0,17.0,13.0,222.0,13.9,11.0,59.0
235,TommyStevens,CAR,24,,1,0,4,24,2.0,20,5.0,4,1.0,0,,0.0,10.0,6.0,24.0,0.0,CAR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,bye,0.0,0.0,0.0,5.0,5.0,5.0,,
236,ChrisStreveler,ARI,25,,5,0,4,15,2.0,8,2.0,7,1.8,0,,0.0,12.0,3.8,3.0,1.0,ARI,1.0,1.0,0.0,0,0,0,0,bye,0,0,0,0.0,0,0.0,0.0,0.0,28.0,30.0,7.5,,
237,MarquezValdes-Scantling,GNB,26,WR,16,12,4,13,1.0,9,2.3,4,1.0,0,,0.0,9.0,3.3,0.8,1.0,GB,41.0,46.0,57.0,61,bye,53,51,61,59,60,51,56.0,46,47.0,40.0,41.0,22.0,792.0,49.5,33.0,690.0
238,OdellBeckham,CLE,28,wr,7,7,3,72,2.0,18,6.0,54,18.0,0,,1.0,50.0,24.0,10.3,0.0,CLE,56.0,39.0,51.0,58,63,48,2,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,317.0,45.3,23.0,319.0
239,BraxtonBerrios,NYJ,25,wr,16,2,3,29,1.0,22,7.3,7,2.3,0,,0.0,15.0,9.7,1.8,0.0,NYJ,0.0,46.0,52.0,8,24,16,48,48,7,bye,1,3.0,5,11.0,3.0,7.0,11.0,290.0,18.1,37.0,394.0
240,TonyBrooks-James,ATL,26,,1,0,3,4,,0,0.0,4,1.3,0,,,,,,,ATL,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,6.0,0,0.0,0.0,0.0,0.0,6.0,6.0,,
241,GarrettGilbert,DAL,29,qb,1,1,3,28,2.0,13,4.3,15,5.0,1,3.0,0.0,15.0,9.3,28.0,0.0,DAL,0.0,0.0,0.0,0,0,0,0,0,73,bye,0,0.0,0,0.0,0.0,0.0,0.0,73.0,73.0,,
242,JakeemGrant,MIA,28,wr,14,4,3,20,1.0,12,4.0,8,2.7,0,,0.0,29.0,6.7,1.4,2.0,MIA,33.0,10.0,8.0,29,14,20,bye,16,29,44,55,24.0,39,31.0,0.0,19.0,0.0,371.0,26.5,36.0,373.0
243,TaylorHeinicke,WAS,27,,1,0,3,22,2.0,22,7.3,0,0.0,0,,0.0,12.0,7.3,22.0,0.0,WAS,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,0.0,0,0.0,0.0,25.0,0.0,25.0,25.0,,
244,AlecIngold,LVR,24,fb,16,4,3,4,2.0,0,0.0,4,1.3,0,,0.0,3.0,1.3,0.3,0.0,LV,17.0,16.0,9.0,8,22,bye,13,26,6,12,20,11.0,13,12.0,20.0,19.0,9.0,233.0,14.6,12.0,110.0
245,DiontaeJohnson,PIT,24,WR,15,13,3,15,0.0,11,3.7,4,1.3,0,,0.0,9.0,5.0,1.0,2.0,PIT,55.0,54.0,19.0,bye,6,0,59,41,59,63,60,65.0,57,28.0,53.0,56.0,58.0,733.0,48.9,88.0,923.0
246,TyronJohnson,LAC,24,,12,0,3,17,0.0,10,3.3,7,2.3,0,,0.0,7.0,5.7,1.4,0.0,LAC,0.0,0.0,0.0,8,5,bye,11,0,3,13,11,18.0,15,54.0,39.0,44.0,43.0,264.0,22.0,20.0,398.0
247,TonyJones,NOR,23,rb,1,1,3,13,1.0,6,2.0,7,2.3,0,,0.0,6.0,4.3,13.0,0.0,NO,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,5.0,5.0,,
248,JohnLovett,GNB,24,,8,0,3,6,,3,1.0,3,1.0,0,,,,,,,GB,1.0,11.0,2.0,6,bye,5,9,0,11,0,0,0.0,0,0.0,0.0,0.0,0.0,45.0,5.6,,
249,ScottMiller,TAM,23,wr,16,5,3,14,0.0,11,3.7,3,1.0,0,,0.0,7.0,4.7,0.9,0.0,TB,43.0,42.0,29.0,40,45,23,43,53,19,9,15,10.0,bye,5.0,13.0,23.0,28.0,440.0,27.5,33.0,501.0
250,RyanNall,CHI,25,,16,0,3,0,0.0,0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,CHI,1.0,3.0,7.0,1,4,1,0,2,10,17,bye,3.0,2,3.0,2.0,11.0,1.0,68.0,4.5,8.0,67.0
251,MalcolmPerry,MIA,23,rb,9,2,3,5,1.0,-1,-0.3,6,2.0,0,,0.0,6.0,1.7,0.6,1.0,MIA,0.0,0.0,0.0,0,0,0,bye,7,23,23,51,6.0,0,33.0,10.0,1.0,2.0,156.0,17.3,9.0,92.0
252,MichaelPittman,IND,23,wr,13,8,3,26,1.0,18,6.0,8,2.7,0,,0.0,21.0,8.7,2.0,0.0,IND,42.0,67.0,35.0,0,0,0,bye,45,59,57,67,64.0,58,55.0,45.0,50.0,58.0,702.0,54.0,40.0,503.0
253,MattSchaub,ATL,39,,1,0,3,-4,,-4,-1.3,0,0.0,0,,,,,,,ATL,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,9.0,0,0.0,0.0,0.0,0.0,9.0,9.0,,
254,AnthonySherman,KAN,32,rb,13,1,3,8,2.0,4,1.3,4,1.3,0,,0.0,6.0,2.7,0.6,0.0,KC,11.0,7.0,10.0,0,2,0,0,0,0,bye,2,3.0,2,5.0,10.0,4.0,4.0,60.0,5.0,1.0,5.0
255,DiontaeSpencer,DEN,28,,11,0,3,19,1.0,14,4.7,5,1.7,0,,0.0,9.0,6.3,1.7,2.0,DEN,6.0,3.0,2.0,1,bye,4,0,0,0,2,1,0.0,0,2.0,1.0,13.0,30.0,65.0,5.9,3.0,26.0
256,AdamThielen,MIN,30,WR,15,15,3,15,0.0,7,2.3,8,2.7,1,3.0,0.0,8.0,5.0,1.0,0.0,MIN,50.0,48.0,61.0,59,81,52,bye,47,50,72,57,0.0,83,71.0,64.0,56.0,76.0,927.0,61.8,74.0,925.0
257,LoganThomas,WAS,29,TE,16,15,3,5,2.0,0,0.0,5,1.7,0,,0.0,3.0,1.7,0.3,0.0,WAS,53.0,60.0,55.0,66,47,63,54,bye,54,87,56,67.0,72,62.0,80.0,71.0,63.0,1010.0,63.1,72.0,670.0
258,CedrickWilson,DAL,25,,16,0,3,-12,0.0,-12,-4.0,0,0.0,0,,0.0,-1.0,-4.0,-0.8,0.0,DAL,3.0,4.0,24.0,18,15,25,20,19,11,bye,14,12.0,20,7.0,16.0,13.0,7.0,228.0,14.3,17.0,189.0
259,IsaiahWright,WAS,23,wr,14,6,3,16,0.0,12,4.0,4,1.3,0,,0.0,9.0,5.3,1.1,3.0,WAS,0.0,0.0,29.0,58,42,57,0,bye,16,29,16,17.0,29,17.0,22.0,13.0,2.0,347.0,24.8,27.0,197.0
260,AntonioBrown,TAM,32,wr,8,4,2,-2,0.0,-2,-1.0,0,0.0,0,,0.0,1.0,-1.0,-0.3,0.0,TB,0.0,0.0,0.0,0,0,0,0,0,39,39,43,43.0,bye,25.0,32.0,46.0,56.0,323.0,40.4,45.0,483.0
261,TreyBurton,IND,29,te,13,4,2,3,2.0,1,0.5,2,1.0,0,,2.0,2.0,1.5,0.2,0.0,IND,0.0,0.0,0.0,36,25,35,bye,39,29,37,24,27.0,25,25.0,19.0,34.0,20.0,375.0,28.8,28.0,250.0
262,DamiereByrd,NWE,27,WR,16,14,2,15,1.0,14,7.0,1,0.5,0,,0.0,11.0,7.5,0.9,3.0,NE,56.0,62.0,66.0,0,bye,55,48,65,80,42,62,45.0,52,52.0,53.0,50.0,40.0,828.0,55.2,47.0,604.0
263,ParrisCampbell,IND,23,wr,2,2,2,16,2.0,14,7.0,2,1.0,0,,0.0,9.0,8.0,8.0,0.0,IND,61.0,2.0,0.0,0,0,0,bye,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,63.0,31.5,6.0,71.0
264,JeremyChinn,CAR,22,RLB,15,15,2,29,1.0,29,14.5,0,0.0,0,,0.0,28.0,14.5,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,
265,ChaseDaniel,DET,34,,4,0,2,16,1.0,16,8.0,0,0.0,0,,0.0,11.0,8.0,4.0,0.0,DET,0.0,0.0,0.0,0,bye,0,0,0,15,0,0,0.0,0,7.0,9.0,34.0,0.0,65.0,16.3,,
266,JoshuaDobbs,PIT,25,,1,0,2,20,1.0,20,10.0,0,0.0,0,,0.0,13.0,10.0,20.0,0.0,PIT,0.0,0.0,0.0,bye,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,9.0,9.0,9.0,,
267,AshtonDulin,IND,23,,13,0,2,11,0.0,8,4.0,3,1.5,0,,0.0,8.0,5.5,0.8,1.0,IND,0.0,6.0,12.0,18,7,6,bye,9,0,0,0,0.0,8,11.0,4.0,8.0,16.0,105.0,8.1,3.0,53.0
268,JulianEdelman,NWE,34,wr,6,1,2,22,1.0,22,11.0,0,0.0,0,,0.0,23.0,11.0,3.7,0.0,NE,38.0,52.0,56.0,0,bye,43,31,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,220.0,44.0,21.0,315.0
269,ClaytonFejedelem,MIA,27,,13,0,2,23,2.0,23,11.5,0,0.0,0,,0.0,22.0,11.5,1.8,0.0,,,,,,,,,,,,,,,,,,,,,,
270,DJFoster,ARI,27,,10,0,2,2,0.0,0,0.0,2,1.0,0,,0.0,2.0,1.0,0.2,0.0,ARI,0.0,0.0,0.0,0,0,0,0,bye,5,0,0,0.0,0,0.0,0.0,17.0,3.0,25.0,2.5,1.0,7.0
271,RussellGage,ATL,24,wr,16,8,2,9,1.0,6,3.0,3,1.5,0,,0.0,11.0,4.5,0.6,0.0,ATL,55.0,62.0,12.0,47,40,51,24,39,39,bye,49,69.0,52,41.0,59.0,62.0,61.0,762.0,47.6,72.0,786.0
272,JalenGuyton,LAC,23,wr,16,9,2,0,0.0,-1,-0.5,1,0.5,0,,0.0,4.0,0.0,0.0,0.0,LAC,47.0,44.0,63.0,45,65,bye,54,76,69,44,69,63.0,64,61.0,53.0,52.0,51.0,920.0,57.5,28.0,511.0
273,NKealHarry,NWE,23,wr,14,9,2,0,0.0,-1,-0.5,1,0.5,0,,0.0,2.0,0.0,0.0,1.0,NE,51.0,61.0,46.0,0,bye,51,11,0,0,35,52,26.0,34,36.0,36.0,30.0,58.0,527.0,40.5,33.0,309.0
274,MylesHartsfield,CAR,23,,16,0,2,2,,0,0.0,2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,KendallHinton,DEN,23,,1,0,2,7,0.0,4,2.0,3,1.5,0,,0.0,5.0,3.5,7.0,0.0,DEN,0.0,0.0,0.0,0,bye,0,0,0,0,0,0,24.0,0,0.0,0.0,0.0,0.0,24.0,24.0,,
276,AndyJanovich,CLE,27,fb,14,3,2,4,1.0,3,1.5,1,0.5,0,,0.0,2.0,2.0,0.3,0.0,CLE,10.0,22.0,17.0,24,14,7,9,6,bye,15,0,0.0,13,9.0,12.0,11.0,3.0,172.0,12.3,2.0,13.0
277,ChristianKirk,ARI,24,wr,14,10,2,3,1.0,2,1.0,1,0.5,0,,0.0,3.0,1.5,0.2,1.0,ARI,63.0,47.0,0.0,36,44,50,65,bye,44,54,61,64.0,60,66.0,58.0,68.0,0.0,780.0,55.7,48.0,621.0
278,GeorgeKittle,SFO,27,te,8,8,2,17,1.0,4,2.0,13,6.5,0,,0.0,9.0,8.5,2.1,0.0,SF,61.0,0.0,0.0,72,64,71,60,46,0,0,bye,0.0,0,0.0,0.0,28.0,41.0,443.0,55.4,48.0,634.0
279,AllenLazard,GNB,25,wr,10,9,2,17,1.0,13,6.5,4,2.0,0,,0.0,19.0,8.5,1.7,0.0,GB,67.0,61.0,59.0,0,bye,0,0,0,0,0,36,33.0,42,46.0,48.0,41.0,36.0,469.0,46.9,33.0,451.0
280,TommyleeLewis,NOR,28,,5,0,2,14,1.0,8,4.0,6,3.0,1,2.0,0.0,16.0,7.0,2.8,0.0,NO,0.0,0.0,0.0,0,0,bye,0,5,0,0,0,0.0,4,1.0,6.0,0.0,7.0,23.0,4.6,1.0,5.0
281,TerryMcLaurin,WAS,25,WR,15,15,2,30,2.0,12,6.0,18,9.0,0,,0.0,27.0,15.0,2.0,1.0,WAS,65.0,62.0,61.0,64,54,70,58,bye,53,86,57,62.0,68,58.0,78.0,0.0,51.0,947.0,63.1,87.0,1118.0
282,JakobiMeyers,NWE,24,wr,14,9,2,9,0.0,2,1.0,7,3.5,1,2.0,0.0,7.0,4.5,0.6,1.0,NE,8.0,8.0,7.0,0,bye,0,41,64,80,57,68,50.0,56,59.0,53.0,50.0,65.0,666.0,47.6,59.0,729.0
283,AnthonyMiller,CHI,26,wr,16,6,2,12,1.0,12,6.0,0,0.0,0,,0.0,9.0,6.0,0.8,2.0,CHI,27.0,26.0,47.0,43,26,44,0,53,53,24,bye,47.0,39,33.0,16.0,30.0,39.0,547.0,36.5,49.0,485.0
284,DJMoore,CAR,23,WR,15,14,2,22,1.0,14,7.0,8,4.0,0,,0.0,21.0,11.0,1.5,0.0,CAR,58.0,65.0,45.0,56,51,64,42,48,81,43,61,59.0,bye,0.0,56.0,55.0,52.0,836.0,55.7,66.0,1193.0
285,GabeNabers,LAC,23,fb,16,5,2,7,1.0,2,1.0,5,2.5,0,,0.0,4.0,3.5,0.4,0.0,LAC,6.0,8.0,3.0,7,13,bye,14,3,1,10,7,7.0,3,12.0,11.0,2.0,22.0,129.0,8.1,5.0,25.0
286,SenorisePerry,TEN,29,,7,0,2,9,1.0,2,1.0,7,3.5,0,,0.0,6.0,4.5,1.3,0.0,TEN,0.0,2.0,0.0,bye,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.3,,
287,ScottiePhillips,HOU,23,,8,0,2,9,,5,2.5,4,2.0,0,,,,,,,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,4.0,0,1.0,4.0,0.0,0.0,9.0,1.1,1.0,7.0
288,BrandonPowell,ATL,25,,15,1,2,7,0.0,6,3.0,1,0.5,0,,0.0,4.0,3.5,0.5,2.0,ATL,2.0,0.0,38.0,0,5,5,24,1,10,bye,4,13.0,12,28.0,28.0,13.0,0.0,183.0,12.2,12.0,69.0
289,DariusSlayton,NYG,23,WR,16,15,2,-1,0.0,-3,-1.5,2,1.0,0,,0.0,2.0,-0.5,-0.1,1.0,NYG,58.0,58.0,51.0,66,64,40,55,68,65,45,bye,56.0,51,47.0,47.0,55.0,51.0,877.0,54.8,50.0,751.0
290,GenoSmith,SEA,30,,1,0,2,-2,0.0,-2,-1.0,0,0.0,0,,0.0,0.0,-1.0,-2.0,1.0,SEA,0.0,0.0,0.0,0,0,bye,0,0,0,0,0,0.0,0,18.0,0.0,0.0,0.0,18.0,18.0,,
291,JonnuSmith,TEN,25,TE,15,14,2,4,1.0,4,2.0,0,0.0,0,,1.0,3.0,2.0,0.3,0.0,TEN,59.0,54.0,66.0,bye,57,29,40,50,52,47,52,54.0,0,41.0,63.0,40.0,41.0,745.0,49.7,41.0,448.0
292,NateSudfeld,PHI,27,,1,0,2,12,1.0,12,6.0,0,0.0,0,,0.0,12.0,6.0,12.0,1.0,PHI,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,18.0,18.0,18.0,,
293,GregWard,PHI,25,wr,16,10,2,-4,0.0,-4,-2.0,0,0.0,0,,0.0,2.0,-2.0,-0.3,2.0,PHI,30.0,13.0,76.0,48,41,58,76,58,bye,42,46,48.0,44,51.0,44.0,66.0,48.0,789.0,49.3,53.0,419.0
294,DexterWilliams,GNB,23,,3,0,2,8,,7,3.5,1,0.5,0,,,,,,,GB,0.0,0.0,0.0,0,bye,0,0,0,4,0,0,0.0,0,0.0,0.0,3.0,0.0,7.0,2.3,,
295,ShawnWilliams,CIN,29,,13,0,2,46,2.0,46,23.0,0,0.0,0,,0.0,39.0,23.0,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,
296,IsaiahZuber,NWE,23,,4,0,2,21,2.0,19,9.5,2,1.0,0,,0.0,13.0,10.5,5.3,0.0,NE,0.0,0.0,6.0,0,bye,5,0,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.0,5.7,2.0,29.0
297,JordanAkins,HOU,28,te,13,5,1,4,1.0,0,0.0,4,4.0,1,1.0,0.0,4.0,4.0,0.3,0.0,HOU,48.0,49.0,32.0,19,0,0,0,bye,22,24,31,26.0,45,36.0,40.0,17.0,16.0,405.0,31.2,37.0,403.0
298,KeenanAllen,LAC,28,WR,14,13,1,-1,0.0,-1,-1.0,0,0.0,0,,0.0,-1.0,-1.0,-0.1,3.0,LAC,70.0,81.0,75.0,50,12,bye,69,85,78,55,78,78.0,62,57.0,24.0,0.0,0.0,874.0,62.4,100.0,992.0
299,DannyAmendola,DET,35,wr,14,5,1,2,1.0,2,2.0,0,0.0,0,,0.0,2.0,2.0,0.1,0.0,DET,44.0,33.0,29.0,34,bye,20,33,41,48,23,0,0.0,33,34.0,27.0,31.0,24.0,454.0,32.4,46.0,602.0
