,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,AirYards,Ctch%,Y/R,Lng,Y/Tgt,R/G,Y/G,Fmb,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
439,StephenCarlson,CLE,24,te,16,2,2,1,11,0,1.0,0,0.0,11,11.0,0.0,0,,0,0.0,0.0,66.7,0.0,50.0%,11.0,11.0,5.5,0.1,0.7,0.0,CLE,12.0,4.0,6.0,18,0,1,9,9,bye,0,0,3.0,2,11.0,0.0,0.0,16.0,91.0,5.7
440,DerekCarrier,LVR,30,,16,0,1,1,14,0,1.0,-4,-4.0,18,18.0,-4.0,1,1.0,0,0.0,0.0,118.7,-4.0,100.0%,14.0,14.0,14.0,0.1,0.9,0.0,LV,0.0,0.0,1.0,0,0,bye,0,1,0,0,1,1.0,0,0.0,2.0,0.0,1.0,7.0,0.4
441,DeAndreCarter,2TM,27,,13,0,2,1,8,0,,4,4.0,4,4.0,8.0,0,,1,50.0,,60.4,16.0,,,,,,,,Multi,13.0,0.0,0.0,0,3,0,0,0,5,0,0,0.0,5,0.0,0.0,8.0,2.0,36.0,2.8
442,AlexCollins,SEA,26,rb,3,1,2,1,4,0,0.0,3,3.0,1,1.0,5.5,0,,0,0.0,0.0,56.2,11.0,50.0%,4.0,4.0,2.0,0.3,1.3,0.0,SEA,0.0,0.0,0.0,0,0,bye,0,0,13,32,0,0.0,0,0.0,0.0,0.0,7.0,52.0,17.3
443,JasonCroom,PHI,26,,4,0,1,1,3,1,1.0,3,3.0,0,0.0,3.0,0,,0,0.0,0.0,118.7,3.0,100.0%,3.0,3.0,3.0,0.3,0.8,0.0,PHI,0.0,0.0,0.0,0,2,1,8,1,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,12.0,3.0
444,AndyDalton,DAL,33,qb,11,9,1,1,-3,0,0.0,-7,-7.0,4,4.0,-7.0,0,,0,0.0,0.0,79.2,-7.0,100.0%,-3.0,-3.0,-3.0,0.1,-0.3,2.0,DAL,0.0,2.0,0.0,0,22,86,45,0,0,bye,66,59.0,79,51.0,58.0,70.0,83.0,621.0,56.5
445,JosiahDeguara,GNB,23,te,2,1,2,1,12,0,1.0,1,1.0,11,11.0,12.0,0,,0,0.0,0.0,68.7,24.0,50.0%,12.0,12.0,6.0,0.5,6.0,0.0,GB,24.0,0.0,0.0,7,bye,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,15.5
446,GehrigDieter,KAN,27,,4,0,2,1,10,0,1.0,5,5.0,5,5.0,7.5,0,,0,0.0,0.0,64.6,15.0,50.0%,10.0,10.0,5.0,0.3,2.5,0.0,KC,0.0,0.0,0.0,0,0,0,0,0,0,bye,3,0.0,0,0.0,0.0,2.0,20.0,25.0,6.3
447,BrandonDillon,MIN,23,,3,0,1,1,6,0,,5,5.0,1,1.0,5.0,0,,0,0.0,0.0,91.7,5.0,,,,,,,,MIN,0.0,0.0,0.0,0,0,0,bye,0,0,2,0,8.0,2,0.0,0.0,0.0,0.0,12.0,4.0
448,BenEllefson,JAX,24,te,7,4,4,1,10,0,1.0,7,7.0,3,3.0,11.3,0,,1,25.0,1.0,0.0,45.2,25.0%,10.0,10.0,2.5,0.1,1.4,0.0,JAC,13.0,17.0,0.0,0,0,0,20,bye,26,19,26,13.0,0,0.0,0.0,0.0,0.0,134.0,19.1
449,EricFisher,KAN,29,LT,15,15,1,1,2,1,1.0,1,1.0,1,1.0,1.0,0,,0,0.0,0.0,118.7,1.0,100.0%,2.0,2.0,2.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,
450,RyanFitzpatrick,MIA,38,qb,9,7,1,1,0,0,0.0,-4,-4.0,4,4.0,-4.0,0,,0,0.0,0.0,79.2,-4.0,100.0%,0.0,0.0,0.0,0.1,0.0,2.0,MIA,62.0,75.0,61.0,71,67,51,bye,0,0,0,21,71.0,0,0.0,0.0,17.0,0.0,496.0,55.1
451,DOntaForeman,TEN,24,,6,0,1,1,5,1,1.0,2,2.0,3,3.0,2.0,0,,0,0.0,0.0,127.1,2.0,100.0%,5.0,5.0,5.0,0.2,0.8,0.0,TEN,0.0,0.0,0.0,bye,0,0,0,6,8,9,1,5.0,0,0.0,0.0,0.0,0.0,29.0,4.8
452,DJFoster,ARI,27,,10,0,1,1,7,0,1.0,4,4.0,3,3.0,4.0,0,,0,0.0,0.0,95.8,4.0,100.0%,7.0,7.0,7.0,0.1,0.7,0.0,ARI,0.0,0.0,0.0,0,0,0,0,bye,5,0,0,0.0,0,0.0,0.0,17.0,3.0,25.0,2.5
453,AntonioGandy-Golden,WAS,22,wr,6,2,7,1,3,0,0.0,2,2.0,1,1.0,11.3,0,,1,14.3,0.0,39.6,79.1,14.3%,3.0,3.0,0.4,0.2,0.5,0.0,WAS,0.0,5.0,16.0,12,23,7,0,bye,0,0,0,0.0,0,0.0,0.0,59.0,0.0,122.0,20.3
454,CullenGillaspia,HOU,25,,7,0,1,1,6,0,,-2,-2.0,8,8.0,-2.0,0,,0,0.0,0.0,91.7,-2.0,,,,,,,,HOU,0.0,0.0,1.0,0,1,0,0,bye,4,1,0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0
455,PennyHart,SEA,24,,13,0,1,1,3,0,0.0,-1,-1.0,4,4.0,-1.0,0,,0,0.0,0.0,79.2,-1.0,100.0%,3.0,3.0,3.0,0.1,0.2,0.0,SEA,1.0,0.0,2.0,7,0,bye,0,0,0,3,5,8.0,4,27.0,0.0,2.0,3.0,62.0,4.8
456,TemarrickHemingway,WAS,27,,8,0,2,1,10,0,1.0,4,4.0,6,6.0,3.5,0,,0,0.0,0.0,64.6,7.0,50.0%,10.0,10.0,5.0,0.1,1.3,0.0,WAS,0.0,0.0,0.0,0,5,10,26,bye,1,1,10,9.0,0,0.0,0.0,0.0,0.0,62.0,7.8
457,DontrellHilliard,2TM,25,,7,0,1,1,2,0,0.0,0,0.0,2,2.0,0.0,0,,0,0.0,,79.2,0.0,100.0%,2.0,2.0,2.0,0.1,0.3,0.0,Multi,0.0,0.0,0.0,15,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,22.0,3.1
458,CodyHollister,TEN,27,,2,0,1,1,12,0,1.0,10,10.0,2,2.0,10.0,0,,0,0.0,0.0,116.7,10.0,100.0%,12.0,12.0,12.0,0.5,6.0,0.0,TEN,4.0,0.0,0.0,bye,27,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,15.5
459,JordanHoward,2TM,26,,7,4,1,1,-3,0,0.0,-3,-3.0,0,0.0,-4.0,0,,0,0.0,,79.2,-4.0,100.0%,-3.0,0.0,-3.0,0.1,-0.4,1.0,Multi,9.0,8.0,4.0,8,0,0,0,0,21,0,0,0.0,11,0.0,0.0,7.0,0.0,68.0,9.7
460,BuddyHowell,HOU,24,,14,0,2,1,3,0,0.0,-4,-4.0,7,7.0,9.5,0,,1,50.0,0.0,56.2,19.0,50.0%,3.0,3.0,1.5,0.1,0.2,0.0,HOU,0.0,0.0,0.0,0,0,0,0,bye,5,1,0,4.0,0,23.0,10.0,3.0,1.0,47.0,3.4
461,JasonHuntley,PHI,22,,5,0,2,1,0,0,0.0,-1,-1.0,1,1.0,-0.5,0,,0,0.0,0.0,56.2,-1.0,50.0%,0.0,0.0,0.0,0.2,0.0,0.0,PHI,1.0,0.0,0.0,0,0,0,8,2,bye,0,0,0.0,0,0.0,0.0,0.0,20.0,31.0,6.2
462,JalenHurts,PHI,22,qb,15,4,1,1,3,0,0.0,-6,-6.0,9,9.0,-6.0,1,1.0,0,0.0,0.0,79.2,-6.0,100.0%,3.0,3.0,3.0,0.1,0.2,9.0,PHI,0.0,3.0,3.0,4,2,7,5,2,bye,3,1,2.0,26,69.0,83.0,73.0,50.0,333.0,22.2
463,TrentonIrwin,CIN,25,,1,0,2,1,5,0,,4,4.0,1,1.0,6.0,0,,1,50.0,0.0,56.2,12.0,,,,,,,,CIN,0.0,0.0,0.0,0,0,0,0,0,bye,0,0,0.0,0,0.0,0.0,5.0,0.0,5.0,5.0
464,BlakeJarwin,DAL,26,te,1,1,1,1,12,0,1.0,12,12.0,0,0.0,12.0,0,,0,0.0,0.0,116.7,12.0,100.0%,12.0,12.0,12.0,1.0,12.0,0.0,DAL,25.0,0.0,0.0,0,0,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,25.0,25.0
465,MarcusKemp,2TM,25,,11,0,1,1,11,0,1.0,1,1.0,10,10.0,1.0,0,,0,0.0,,112.5,1.0,100.0%,11.0,11.0,11.0,0.1,1.0,0.0,Multi,0.0,0.0,0.0,0,0,2,10,12,0,0,0,4.0,2,4.0,0.0,0.0,0.0,34.0,3.4
466,AdrianKillins,PHI,22,,1,0,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0.0,79.2,-4.0,,,,,,,,PHI,0.0,0.0,0.0,8,0,0,0,0,bye,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,8.0
467,KeithKirkwood,CAR,26,,1,0,2,1,13,0,,4,4.0,9,9.0,16.0,1,1.0,0,0.0,0.0,70.8,32.0,,,,,,,,CAR,0.0,0.0,0.0,0,0,35,0,0,0,0,0,0.0,bye,0.0,0.0,0.0,0.0,35.0,35.0
468,JakeKumerow,BUF,28,,6,0,1,1,22,1,1.0,22,22.0,0,0.0,22.0,0,,0,0.0,0.0,158.3,22.0,100.0%,22.0,22.0,22.0,0.2,3.7,0.0,BUF,0.0,0.0,0.0,0,0,0,0,0,3,0,bye,1.0,4,4.0,5.0,0.0,0.0,17.0,2.8
469,KendallLamm,CLE,28,t,15,1,1,1,1,1,1.0,1,1.0,0,0.0,1.0,0,,0,0.0,0.0,118.7,1.0,100.0%,1.0,1.0,1.0,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,
470,TommyleeLewis,NOR,28,,5,0,3,1,5,0,0.0,5,5.0,0,0.0,12.7,0,,1,33.3,0.0,42.4,38.1,33.3%,5.0,5.0,1.7,0.2,1.0,0.0,NO,0.0,0.0,0.0,0,0,bye,0,5,0,0,0,0.0,4,1.0,6.0,0.0,7.0,23.0,4.6
471,BobbyMassie,CHI,31,rt,8,8,1,1,4,0,1.0,3,3.0,1,1.0,3.0,0,,0,0.0,0.0,83.3,3.0,100.0%,4.0,4.0,4.0,0.1,0.5,0.0,,,,,,,,,,,,,,,,,,,,
472,BakerMayfield,CLE,25,QB,16,16,1,1,6,0,1.0,5,5.0,1,1.0,5.0,0,,0,0.0,0.0,91.7,5.0,100.0%,6.0,6.0,6.0,0.1,0.4,8.0,CLE,73.0,58.0,63.0,75,73,42,52,49,bye,65,67,67.0,72,83.0,64.0,81.0,62.0,1046.0,65.4
473,BruceMiller,JAX,33,fb,8,5,2,1,2,0,1.0,-1,-1.0,3,3.0,-1.5,0,,1,50.0,0.0,56.2,-3.0,50.0%,2.0,2.0,1.0,0.1,0.3,0.0,JAC,12.0,14.0,2.0,5,9,4,10,bye,0,0,0,0.0,0,0.0,0.0,6.0,0.0,62.0,7.8
474,GardnerMinshew,JAX,24,qb,9,8,1,1,0,0,0.0,-8,-8.0,8,8.0,-8.0,0,,0,0.0,0.0,79.2,-8.0,100.0%,0.0,0.0,0.0,0.1,0.0,5.0,JAC,50.0,75.0,66.0,68,75,34,63,bye,0,0,0,0.0,0,39.0,58.0,0.0,0.0,528.0,58.7
475,DonteMoncrief,NWE,27,,6,0,2,1,15,0,1.0,1,1.0,14,14.0,2.5,0,,0,0.0,0.0,75.0,5.0,50.0%,15.0,15.0,7.5,0.2,2.5,0.0,NE,0.0,0.0,0.0,0,bye,0,0,0,0,0,4,1.0,15,5.0,0.0,0.0,0.0,25.0,4.2
476,IsaacNauta,DET,23,,7,0,2,1,3,0,,3,3.0,0,0.0,1.5,0,,0,0.0,0.0,56.2,3.0,,,,,,,,DET,0.0,0.0,0.0,0,bye,5,6,6,5,13,4,8.0,0,0.0,0.0,0.0,0.0,47.0,6.7
477,SiranNeal,BUF,26,,16,0,1,1,13,0,1.0,10,10.0,3,3.0,10.0,0,,0,0.0,0.0,118.7,10.0,100.0%,13.0,13.0,13.0,0.1,0.8,0.0,,,,,,,,,,,,,,,,,,,,
478,ScottiePhillips,HOU,23,,8,0,1,1,7,0,,3,3.0,4,4.0,3.0,0,,0,0.0,0.0,95.8,3.0,,,,,,,,HOU,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,4.0,0,1.0,4.0,0.0,0.0,9.0,1.1
479,DakPrescott,DAL,27,qb,5,5,1,1,11,1,1.0,10,10.0,1,1.0,10.0,0,,0,0.0,0.0,152.1,10.0,100.0%,11.0,11.0,11.0,0.2,2.2,3.0,DAL,72.0,67.0,82.0,82,44,0,0,0,0,bye,0,0.0,0,0.0,0.0,0.0,0.0,347.0,69.4
480,JamesProche,BAL,24,,14,0,3,1,14,0,1.0,6,6.0,8,8.0,4.0,0,,0,0.0,2.0,9.7,12.0,33.3%,14.0,14.0,4.7,0.1,1.0,0.0,BAL,5.0,0.0,0.0,1,6,0,bye,3,1,0,1,1.0,4,0.0,3.0,0.0,0.0,25.0,1.8
481,CraigReynolds,JAX,24,,2,0,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0.0,79.2,1.0,,,,,,,,JAC,0.0,0.0,0.0,0,0,0,0,bye,0,0,0,0.0,0,0.0,0.0,3.0,0.0,3.0,1.5
482,AaronRodgers,GNB,37,QB,16,16,1,1,-6,0,0.0,-4,-4.0,-2,-2.0,-4.0,0,,0,0.0,0.0,79.2,-4.0,100.0%,-6.0,-6.0,-6.0,0.1,-0.4,4.0,GB,75.0,68.0,62.0,62,bye,60,60,74,62,65,60,69.0,61,67.0,62.0,63.0,46.0,1016.0,63.5
483,JaleelScott,NYJ,25,wr,1,1,1,1,16,0,1.0,13,13.0,3,3.0,13.0,0,,0,0.0,0.0,118.7,13.0,100.0%,16.0,16.0,16.0,1.0,16.0,0.0,NYJ,0.0,0.0,0.0,0,0,0,0,0,0,bye,0,0.0,0,9.0,0.0,0.0,0.0,9.0,9.0
484,AnthonySherman,KAN,32,rb,13,1,2,1,5,1,1.0,-2,-2.0,7,7.0,4.0,0,,1,50.0,0.0,95.8,8.0,50.0%,5.0,5.0,2.5,0.1,0.4,0.0,KC,11.0,7.0,10.0,0,2,0,0,0,0,bye,2,3.0,2,5.0,10.0,4.0,4.0,60.0,5.0
485,VyncintSmith,NYJ,24,,7,0,3,1,13,0,1.0,12,12.0,1,1.0,13.0,0,,0,0.0,0.0,47.9,39.0,33.3%,13.0,13.0,4.3,0.1,1.9,0.0,NYJ,0.0,0.0,0.0,0,0,5,3,13,0,bye,0,0.0,0,0.0,0.0,0.0,29.0,50.0,7.1
486,JeremySprinkle,WAS,26,te,16,6,3,1,6,0,,3,3.0,3,3.0,2.0,0,,1,33.3,0.0,42.4,6.0,,,,,,,,WAS,28.0,6.0,6.0,8,9,11,28,bye,5,4,12,20.0,13,15.0,19.0,11.0,23.0,218.0,13.6
487,RyanTannehill,TEN,32,QB,16,16,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0,,0,0.0,0.0,79.2,0.0,100.0%,0.0,0.0,0.0,0.1,0.0,6.0,TEN,81.0,62.0,75.0,bye,66,75,57,62,55,59,70,69.0,73,60.0,65.0,52.0,71.0,1052.0,65.8
488,JJTaylor,NWE,22,,6,0,2,1,4,0,0.0,-4,-4.0,8,8.0,-3.5,0,,1,50.0,0.0,56.2,-7.0,50.0%,4.0,4.0,2.0,0.2,0.7,0.0,NE,9.0,1.0,15.0,0,bye,0,0,0,0,0,0,0.0,0,0.0,5.0,16.0,4.0,50.0,8.3
489,JordanThomas,2TM,24,,6,0,2,1,3,1,1.0,3,3.0,0,0.0,7.5,0,,0,0.0,,95.8,15.0,50.0%,3.0,3.0,1.5,0.2,0.5,0.0,Multi,0.0,1.0,0.0,1,0,0,0,0,0,0,7,0.0,0,0.0,0.0,0.0,0.0,9.0,1.5
490,ColinThompson,CAR,27,te,15,4,2,1,7,1,1.0,7,7.0,0,0.0,3.0,0,,0,0.0,0.0,97.9,6.0,50.0%,7.0,7.0,3.5,0.1,0.5,0.0,CAR,0.0,1.0,2.0,17,14,9,4,10,6,14,22,24.0,bye,10.0,11.0,22.0,17.0,183.0,12.2
491,ZekeTurner,ARI,24,,16,0,1,1,26,0,1.0,14,14.0,12,12.0,14.0,0,,0,0.0,0.0,118.7,14.0,100.0%,26.0,26.0,26.0,0.1,1.6,0.0,,,,,,,,,,,,,,,,,,,,
492,AustinWalter,SFO,24,,4,0,1,1,27,0,1.0,-6,-6.0,33,33.0,-6.0,0,,0,0.0,0.0,118.7,-6.0,100.0%,27.0,27.0,27.0,0.3,6.8,0.0,SF,0.0,0.0,0.0,0,0,0,0,0,0,12,bye,0.0,0,0.0,0.0,0.0,0.0,12.0,3.0
493,JonathanWard,ARI,23,,14,0,1,1,11,1,1.0,-4,-4.0,15,15.0,-4.0,0,,0,0.0,0.0,152.1,-4.0,100.0%,11.0,11.0,11.0,0.1,0.8,0.0,ARI,0.0,0.0,0.0,0,3,0,0,bye,0,0,0,0.0,0,0.0,0.0,0.0,1.0,4.0,0.3
494,TrevonWesco,NYJ,25,te,12,4,2,1,5,0,,5,5.0,0,0.0,3.5,0,,0,0.0,0.0,56.2,7.0,,,,,,,,NYJ,8.0,24.0,15.0,8,16,7,9,9,0,bye,0,0.0,0,12.0,17.0,8.0,13.0,146.0,12.2
495,DedeWestbrook,JAX,27,,2,0,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0.0,83.3,4.0,,,,,,,,JAC,0.0,0.0,16.0,0,0,0,1,bye,0,0,0,0.0,0,0.0,0.0,0.0,0.0,17.0,8.5
496,AntonioWilliams,BUF,23,,1,0,1,1,20,0,1.0,4,4.0,16,16.0,4.0,0,,0,0.0,0.0,118.7,4.0,100.0%,20.0,20.0,20.0,1.0,20.0,0.0,BUF,0.0,0.0,0.0,0,0,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,28.0,28.0,28.0
497,LukeWillson,2TM,30,,8,0,3,1,12,0,,10,10.0,2,2.0,4.3,0,,0,0.0,,46.5,12.9,,,,,,,,Multi,1.0,0.0,0.0,6,0,0,0,3,0,0,11,37.0,27,0.0,0.0,0.0,0.0,85.0,10.6
498,TJYeldon,BUF,27,,3,0,4,1,22,1,1.0,22,22.0,0,0.0,3.5,0,,1,25.0,0.0,89.6,14.0,25.0%,22.0,22.0,5.5,0.3,7.3,1.0,BUF,0.0,0.0,6.0,8,28,0,0,0,0,0,bye,0.0,0,0.0,0.0,0.0,0.0,42.0,14.0
